isoTimestamp,accelX_mean,accelX_var,accelX_max,accelX_min,accelY_mean,accelY_var,accelY_max,accelY_min,accelZ_mean,accelZ_var,accelZ_max,accelZ_min,rateX_mean,rateX_var,rateX_max,rateX_min,rateY_mean,rateY_var,rateY_max,rateY_min,rateZ_mean,rateZ_var,rateZ_max,rateZ_min,timestamp_mean,timestamp_var,timestamp_max,timestamp_min,impact
2025-02-21 20:00:19.500000+00:00,0.030434785,0.24961308,1.0,-1.2,-0.29782608,0.15603918,0.4,-1.8,0.83478266,0.45591965,2.2,-0.6,3.0967393,31514.102,323.5,-574.1,-46.736954,17286.018,182.3,-376.5,37.01413,85447.29,931.1,-359.4,1740168020.5317392,0.07231016953984021,1740168020.99,1740168020.074,1
2025-02-21 20:00:21+00:00,0.40945947,0.44099846,2.4,-1.2,-0.7668919,0.97352207,0.8,-4.3,0.6189189,0.64344937,2.2,-1.8,38.031757,85765.87,470.4,-865.7,3.8148646,27905.703,484.8,-514.6,14.269594,81004.02,769.1,-580.2,1740168021.7502704,0.1863789357462473,1740168022.49,1740168021.01,0
2025-02-21 20:00:22.500000+00:00,0.32483223,0.25485224,2.4,-0.8,-0.14228188,0.49259213,1.2,-2.0,0.6208054,0.63909113,2.5,-1.2,-19.963085,192848.11,587.8,-1002.6,16.257048,73285.73,470.2,-712.7,6.579194,12004.784,305.0,-172.8,1740168023.2458053,0.1888903303127461,1740168023.991,1740168022.5,0
2025-02-21 20:00:24+00:00,0.0067114085,0.06887358,0.4,-1.0,0.08993289,0.07320877,0.8,-1.0,0.9718121,0.13028112,1.8,0.0,-2.3214765,7.9614215,3.7,-9.5,-1.9134228,11.327383,4.6,-9.8,-5.1067114,11.3844185,2.2,-16.6,1740168024.7463422,0.18889982543373124,1740168025.492,1740168024.001,0
2025-02-21 20:00:25.500000+00:00,-0.24697986,0.08345364,0.4,-1.2,0.030872487,0.077148564,0.8,-1.0,0.96778524,0.0978741,1.6,0.0,5.337584,445.27765,62.5,-57.3,8.612752,1224.6445,107.8,-67.8,-0.7791946,237.81493,37.3,-82.7,1740168026.2469127,0.18891226831188943,1740168026.992,1740168025.502,0
2025-02-21 20:00:27+00:00,-0.33691275,0.096263394,0.2,-1.2,0.1932886,0.056441147,1.0,-0.6,0.7731544,0.13549066,1.6,-0.2,10.215436,250.5179,35.1,-40.3,6.6308722,316.79495,33.2,-39.3,-2.7845638,37.30375,13.7,-13.7,1740168027.747443,0.18890173967783333,1740168028.493,1740168027.002,0
2025-02-21 20:00:28.500000+00:00,-0.42684564,0.08359878,0.2,-1.2,0.29127517,0.06188285,0.8,-0.2,0.6335571,0.11048794,1.6,-0.2,-4.349664,111.26926,15.9,-40.3,-6.8033557,151.83116,9.5,-58.8,-1.2087249,21.24689,13.2,-12.4,1740168029.248,0.18888821450206814,1740168029.993,1740168028.503,0
2025-02-21 20:00:30+00:00,-0.2864865,0.06321753,0.2,-1.2,0.17972973,0.06788563,0.8,-0.6,0.7635135,0.11593861,1.4,0.0,-4.464189,105.21702,8.3,-44.2,-6.472973,220.9345,24.6,-61.2,-0.0054054065,42.31549,28.1,-9.5,1740168030.7468581,0.1897531103926312,1740168031.494,1740168030.003,0
2025-02-21 20:00:31.500000+00:00,-0.26442954,0.064469434,0.2,-1.0,0.19597316,0.08511879,1.0,-1.0,0.7543624,0.08384907,1.4,-0.2,-0.6053691,209.0858,23.4,-41.7,-7.3932886,226.92747,18.3,-43.4,2.5818794,28.715137,17.3,-5.6,1740168032.249094,0.1889080999410472,1740168032.994,1740168031.504,0
2025-02-21 20:00:33+00:00,-0.19865772,0.06134955,0.4,-1.0,0.22147651,0.09142752,1.2,-0.8,0.7986577,0.13161981,1.8,-0.2,2.6295304,83.784645,23.7,-15.9,5.757718,137.24545,38.8,-18.3,-0.16107382,12.917662,6.3,-14.9,1740168033.7496443,0.18890106870067197,1740168034.495,1740168033.004,0
