isoTimestamp,accelX_mean,accelX_var,accelX_max,accelX_min,accelY_mean,accelY_var,accelY_max,accelY_min,accelZ_mean,accelZ_var,accelZ_max,accelZ_min,rateX_mean,rateX_var,rateX_max,rateX_min,rateY_mean,rateY_var,rateY_max,rateY_min,rateZ_mean,rateZ_var,rateZ_max,rateZ_min,timestamp_mean,timestamp_var,timestamp_max,timestamp_min,impact
2025-02-21 19:50:00+00:00,-0.49261746,0.06947218,0.0,-1.2,-0.94630873,0.1414221,-0.4,-1.8,-1.1087248,0.09593688,-0.4,-2.2,28.130873,5154.598,181.3,-93.9,15.386578,535.7689,63.4,-19.5,-12.307383,156.95963,38.1,-40.5,1740167400.7446644,0.1888960724715111,1740167401.49,1740167400.0,0
2025-02-21 19:50:01.500000+00:00,-0.49395972,0.06192273,0.2,-1.0,-1.0751678,0.05701431,-0.6,-1.6,-1.1986578,0.092160314,-0.6,-1.8,5.975839,4268.014,112.2,-127.6,15.230202,664.5242,63.2,-29.5,19.197315,494.9561,67.3,-15.4,1740167402.2451813,0.18890522525086723,1740167402.99,1740167401.5,0
2025-02-21 19:50:03+00:00,-0.55540544,0.06738556,0.0,-1.2,-0.8662162,0.07585768,-0.2,-1.4,-1.2256756,0.081241034,-0.6,-2.2,-53.83581,2509.597,9.0,-167.4,2.2189188,94.52807,17.1,-29.8,-13.857431,399.2874,25.4,-49.5,1740167403.7507906,0.18637059360721775,1740167404.491,1740167403.01,0
2025-02-21 19:50:04.500000+00:00,-0.56107384,0.051717754,0.0,-1.4,-0.72885907,0.0735534,-0.2,-1.6,-1.1973155,0.076208964,-0.6,-2.0,11.096644,321.4198,44.9,-14.9,5.2221475,19.612545,14.6,-5.9,15.82282,274.13477,48.6,-14.9,1740167405.2462952,0.1888936934259072,1740167405.992,1740167404.501,0
2025-02-21 19:50:06+00:00,-0.5288591,0.044364233,0.0,-1.2,-0.5744966,0.09583171,0.2,-1.6,-1.0899329,0.08347905,-0.4,-2.0,-17.448322,2316.2556,74.9,-154.2,8.271141,193.328,51.2,-19.3,-0.07114095,108.5406,23.4,-20.3,1740167406.7468457,0.18890660762699368,1740167407.492,1740167406.002,0
2025-02-21 19:50:07.500000+00:00,-0.5422819,0.07367314,0.0,-1.4,-0.50469804,0.06950482,0.0,-1.6,-1.1597315,0.10647559,-0.4,-2.2,18.339598,1408.7738,120.3,-14.9,-2.3986576,175.32092,17.6,-31.0,13.153691,332.66968,88.8,-9.0,1740167408.247376,0.188895882357566,1740167408.993,1740167407.502,0
2025-02-21 19:50:09+00:00,-0.4214765,0.1011573,1.0,-2.2,-0.2375839,0.4430374,1.2,-5.3,-1.1543624,0.07357886,-0.4,-1.8,-5.2704697,156.66508,13.4,-73.4,4.0644293,329.67053,96.1,-58.6,1.5939599,4822.9155,116.6,-225.5,1740167409.7479532,0.18888423735954327,1740167410.493,1740167409.003,0
2025-02-21 19:50:10.500000+00:00,-0.452349,0.1834573,2.0,-2.2,-0.2865772,0.4914403,0.8,-6.7,-1.0724833,0.097413376,-0.2,-1.8,-7.0597315,224.46997,15.1,-124.9,5.919463,386.60782,119.6,-92.2,-0.2765101,3238.9683,134.0,-276.2,1740167411.2484899,0.18890380925640407,1740167411.994,1740167410.503,1
2025-02-21 19:50:12+00:00,-0.44563758,0.17952475,1.2,-1.6,-0.2771812,0.2959623,1.6,-3.1,-1.0483221,0.10197354,-0.2,-2.0,-8.941611,144.01498,15.6,-45.9,6.3261743,201.78044,38.3,-93.2,-1.3530203,917.5035,93.9,-69.8,1740167412.7490335,0.1889058168565312,1740167413.494,1740167412.004,1
2025-02-21 19:50:13.500000+00:00,-0.41208056,0.18012334,1.4,-1.4,-0.32684565,0.56062573,1.4,-6.7,-1.0724833,0.12552151,0.2,-2.0,-2.2630873,410.18796,22.2,-120.5,4.1127515,357.02332,98.8,-36.8,-13.932886,4607.992,71.5,-258.4,1740167414.2495906,0.18889348287982757,1740167414.995,1740167413.504,1
2025-02-21 19:50:15+00:00,-0.45771816,0.13691634,0.4,-2.0,-0.3785235,0.17196809,1.0,-1.8,-1.1221477,0.08308725,-0.4,-2.0,-0.5503356,140.8153,29.3,-24.4,-0.82684565,34.0744,17.8,-13.9,18.851007,909.8553,103.7,-95.2,1740167415.7501209,0.18888381257856832,1740167416.495,1740167415.005,0
2025-02-21 19:50:16.500000+00:00,-0.4389262,0.22631238,1.8,-2.4,-0.32818794,0.32784867,0.6,-5.3,-1.114094,0.1066243,0.0,-1.8,-4.8664427,340.75833,30.5,-103.2,3.647651,522.2627,103.2,-84.2,0.56912744,2343.442,105.2,-210.1,1740167417.250698,0.18889246539722065,1740167417.996,1740167416.506,1
2025-02-21 19:50:18+00:00,-0.49932888,0.16195896,0.6,-2.4,-0.5644295,0.41365877,1.4,-3.9,-1.1114094,0.09966628,-0.2,-2.0,-5.9456377,271.3998,28.1,-81.3,5.6395974,352.3632,148.8,-37.8,-7.3516774,4823.4736,98.3,-248.4,1740167418.7512214,0.18890252715788072,1740167419.496,1740167418.006,1
2025-02-21 19:50:19.500000+00:00,-0.35202703,0.33652648,1.6,-3.5,-0.37432432,0.6370234,1.6,-5.5,-1.097973,0.11775099,-0.2,-2.7,-5.899324,109.003494,16.1,-43.7,5.1216216,590.634,229.6,-82.2,-6.052703,6373.653,109.6,-346.0,1740167420.2534864,0.18973012555355567,1740167420.997,1740167419.507,1
2025-02-21 19:50:21+00:00,-0.5503356,0.16805732,0.2,-2.0,-0.2590604,0.21432614,1.6,-1.4,-1.0765101,0.15978234,0.0,-2.0,-0.43422818,168.32295,32.0,-25.9,-4.671812,273.25342,38.6,-64.4,16.257048,1472.0372,99.8,-190.6,1740167421.7523355,0.1888957389434726,1740167422.498,1740167421.007,1
2025-02-21 19:50:22.500000+00:00,-0.37449664,0.15745327,1.0,-2.4,-0.31342283,0.37252128,0.6,-5.5,-1.0442953,0.07343009,-0.4,-1.8,-2.7604027,99.073715,10.0,-46.4,10.533557,306.9107,98.6,-19.0,-5.3067117,4314.3267,119.6,-261.1,1740167423.2528858,0.18890815232403213,1740167423.998,1740167422.508,0
2025-02-21 19:50:24+00:00,-0.47651008,0.11437693,1.2,-1.2,-0.44765103,0.47129506,1.4,-4.7,-1.1557047,0.14586253,0.2,-2.2,-10.992618,202.86057,19.3,-87.6,6.1100674,560.87036,86.6,-25.9,-5.022148,5032.0605,99.6,-266.2,1740167424.753416,0.18890887547589028,1740167425.499,1740167424.008,1
2025-02-21 19:50:25.500000+00:00,-0.49395972,0.055976786,0.0,-1.2,-0.41073826,0.08312714,0.4,-1.0,-1.128859,0.105445325,-0.4,-2.0,-29.048992,1548.0715,49.0,-131.8,9.83557,131.40216,26.8,-19.3,-0.15637586,260.01596,39.5,-25.6,1740167426.2539797,0.18888350531035578,1740167426.999,1740167425.509,1
2025-02-21 19:50:27+00:00,-0.44729733,0.07257765,0.2,-1.2,-0.96351355,0.10178897,-0.2,-1.8,-1.1878378,0.10080344,-0.4,-2.2,-7.875,457.00552,48.3,-45.1,7.4297295,80.88864,24.6,-11.7,-14.4979725,288.40698,14.9,-59.3,1740167427.7495136,0.18638014093927713,1740167428.49,1740167427.009,0
2025-02-21 19:50:28.500000+00:00,-0.3798658,0.063645914,0.0,-1.0,-1.4013423,0.060268436,-0.8,-2.0,-1.3154362,0.07198985,-0.8,-2.4,-4.580537,66.87603,15.6,-16.6,5.4677854,65.37245,21.7,-12.0,-4.2798657,248.02963,19.0,-28.1,1740167429.2450068,0.18890862509123574,1740167429.99,1740167428.5,0
