isoTimestamp,accelX_mean,accelX_var,accelX_max,accelX_min,accelY_mean,accelY_var,accelY_max,accelY_min,accelZ_mean,accelZ_var,accelZ_max,accelZ_min,rateX_mean,rateX_var,rateX_max,rateX_min,rateY_mean,rateY_var,rateY_max,rateY_min,rateZ_mean,rateZ_var,rateZ_max,rateZ_min,timestamp_mean,timestamp_var,timestamp_max,timestamp_min,impact
2025-03-11 19:39:10.500000+00:00,1.4390244,0.046333466,2.0,1.0,-0.7723577,0.06316406,-0.2,-1.4,-0.4780488,0.07516992,0.0,-1.4,1.4878049,5.057472,5.6,-3.7,-1.6699188,18.809174,11.5,-7.3,-1.6642276,4.3739557,4.4,-5.4,1741721951.382317,0.12890841409333448,1741721951.997,1741721950.768,1
2025-03-11 19:39:12+00:00,1.452349,0.04940322,2.0,0.8,-0.7610738,0.045231268,-0.2,-1.2,-0.5100671,0.064019635,0.0,-1.0,-0.22751677,19.774443,7.8,-7.3,-3.0369127,10.477752,2.4,-9.8,-2.2033558,5.8780284,3.9,-7.8,1741721952.7519732,0.18887810939051672,1741721953.497,1741721952.007,0
2025-03-11 19:39:13.500000+00:00,1.4671141,0.04627606,2.0,0.8,-0.7946309,0.05997098,0.2,-1.4,-0.55973154,0.06647559,-0.2,-1.4,-0.28523484,59.824112,12.2,-15.9,-4.1382546,15.264276,4.6,-10.2,-1.014765,4.152213,2.9,-6.6,1741721954.2525368,0.18889959358563493,1741721954.998,1741721953.507,0
2025-03-11 19:39:15+00:00,1.461745,0.04210774,2.0,1.0,-0.8590604,0.08513693,0.0,-1.6,-0.87516785,0.08836572,-0.2,-1.4,10.873826,6764.344,191.1,-142.0,-1.0288591,40.72436,11.0,-18.1,8.544295,442.33926,39.0,-48.8,1741721955.753067,0.1889121671688345,1741721956.498,1741721955.008,0
2025-03-11 19:39:16.500000+00:00,1.4818792,0.050277513,2.0,0.8,-0.852349,0.06778161,-0.2,-1.6,-0.70067114,0.07168871,0.0,-1.4,-10.635571,228.85457,11.2,-69.3,5.8798656,33.430798,20.0,-7.6,-8.180537,34.055504,2.7,-18.1,1741721957.2536175,0.18889745050801623,1741721957.999,1741721956.508,0
2025-03-11 19:39:18+00:00,1.4874172,0.041373942,2.0,1.0,-0.8887417,0.05953907,-0.2,-1.8,-0.75231785,0.08837791,0.0,-1.6,15.284105,223.5212,44.9,-2.0,-7.125166,404.99182,31.7,-55.1,2.3880794,22.913593,11.0,-9.3,1741721958.7382782,0.1934580988730829,1741721959.493,1741721958.003,0
2025-03-11 19:39:19.500000+00:00,1.5127516,0.06341738,2.4,0.8,-0.9637584,0.08597497,-0.2,-1.6,-0.8590604,0.1105424,-0.2,-1.6,60.512077,1424.0155,153.7,8.1,10.014093,688.65015,62.2,-49.8,-11.910738,226.7887,16.8,-42.0,1741721960.248557,0.18890128351056418,1741721960.994,1741721959.503,0
2025-03-11 19:39:21+00:00,1.4751678,0.07701433,2.2,0.8,-0.9583893,0.06177033,-0.4,-1.6,-1.0053692,0.091862865,-0.4,-2.0,-35.861073,800.01056,19.5,-82.5,-18.739597,758.88354,51.2,-73.0,8.912081,145.26402,38.6,-13.2,1741721961.749094,0.1889080999410472,1741721962.494,1741721961.004,0
2025-03-11 19:39:22.500000+00:00,1.5369128,0.06383093,2.2,0.8,-0.9744966,0.07637222,-0.2,-1.6,-0.7637584,0.07462362,0.0,-1.6,-71.91141,1143.6653,-5.1,-145.9,-17.357718,734.2034,32.0,-85.9,0.557047,191.69128,26.4,-27.3,1741721963.249651,0.18889272072953178,1741721963.995,1741721962.504,0
2025-03-11 19:39:24+00:00,1.2255034,0.07583165,1.8,0.4,-0.80536914,0.06321423,-0.2,-1.4,-0.26174498,0.44697273,1.0,-1.8,0.90402675,3314.152,102.2,-129.6,32.574497,4032.7134,160.8,-74.2,13.842954,246.2904,47.6,-17.6,1741721964.7501945,0.18889101726461113,1741721965.496,1741721964.005,0
