accelX,accelY,accelZ,rateX,rateY,rateZ,timestamp,isoTimestamp
1,-1.2,-1.2,-26.6,-1.5,0.5,1741737724.801,2025-03-12T00:02:04.801Z
1.4,-1.6,-1.8,-32.9,-9.8,-2.4,1741737724.811,2025-03-12T00:02:04.811Z
1.4,-1,-2,-38.3,-24.6,-2.4,1741737724.821,2025-03-12T00:02:04.821Z
1.6,-1.4,-2.2,-43.4,-35.1,-2.7,1741737724.831,2025-03-12T00:02:04.831Z
2.2,-1.4,-1.6,-45.9,-16.6,1.2,1741737724.841,2025-03-12T00:02:04.841Z
1.8,-1,-1.2,-44.9,1,2.4,1741737724.852,2025-03-12T00:02:04.852Z
1.4,-1.6,-1.8,-47.8,-5.1,2.7,1741737724.862,2025-03-12T00:02:04.862Z
1.2,-1,-1.6,-50.3,-12.9,4.6,1741737724.872,2025-03-12T00:02:04.872Z
1.8,-2,-1.4,-52.2,-10,8.8,1741737724.882,2025-03-12T00:02:04.882Z
1.4,-1,-0.6,-50.3,2.4,14.2,1741737724.892,2025-03-12T00:02:04.892Z
1.8,-2,-0.6,-48.1,8.8,17.1,1741737724.902,2025-03-12T00:02:04.902Z
1.2,-1.2,-1.8,-46.6,6.1,18.3,1741737724.912,2025-03-12T00:02:04.912Z
0.8,-1,-1.6,-47.6,1,23.7,1741737724.922,2025-03-12T00:02:04.922Z
1.4,-1.4,-1.2,-46.8,0.2,28.3,1741737724.932,2025-03-12T00:02:04.932Z
1,-1.2,-1.6,-44.4,6.8,33.9,1741737724.942,2025-03-12T00:02:04.942Z
1.2,-1.8,-1.6,-41.5,11,36.6,1741737724.952,2025-03-12T00:02:04.952Z
1.6,-1.6,-1,-39.8,8.8,37.6,1741737724.962,2025-03-12T00:02:04.962Z
1.4,-1.6,-1.4,-38.3,8.5,39.5,1741737724.972,2025-03-12T00:02:04.972Z
0.8,-1.4,-1.4,-36.1,12.4,41,1741737724.982,2025-03-12T00:02:04.982Z
1.4,-1.2,-1.6,-33.2,18.3,40,1741737724.992,2025-03-12T00:02:04.992Z
1,-1.6,-1,-31,21,36.8,1741737725.002,2025-03-12T00:02:05.002Z
1.2,-1.4,-1.4,-31,21,33.4,1741737725.012,2025-03-12T00:02:05.012Z
1,-1.2,-0.8,-31.2,17.8,28.3,1741737725.023,2025-03-12T00:02:05.023Z
1,-1.4,-0.6,-33.4,19,25.4,1741737725.033,2025-03-12T00:02:05.033Z
1.2,-1.6,-0.8,-34.4,22.4,22.4,1741737725.043,2025-03-12T00:02:05.043Z
1,-1.4,-1,-34.4,25.1,22,1741737725.053,2025-03-12T00:02:05.053Z
1,-1.2,-1.2,-35.6,30.3,21.2,1741737725.063,2025-03-12T00:02:05.063Z
1,-1.4,-1.2,-36.4,32,20.5,1741737725.073,2025-03-12T00:02:05.073Z
1.4,-1.6,-1.2,-36.8,32.5,20,1741737725.083,2025-03-12T00:02:05.083Z
1.6,-1.4,-1.4,-37.8,33.7,20.3,1741737725.093,2025-03-12T00:02:05.093Z
1.4,-1.4,-1.4,-38.8,32.2,19,1741737725.103,2025-03-12T00:02:05.103Z
1,-1.4,-1.6,-39.8,28.3,17.6,1741737725.113,2025-03-12T00:02:05.113Z
1.4,-1.6,-0.8,-41.2,24.2,17.3,1741737725.123,2025-03-12T00:02:05.123Z
1.2,-1.6,-1.6,-42.7,19,18.1,1741737725.134,2025-03-12T00:02:05.134Z
1.2,-1.4,-1.4,-44.2,14.4,17.3,1741737725.144,2025-03-12T00:02:05.144Z
1,-1.6,-1.2,-44.7,10,18.3,1741737725.154,2025-03-12T00:02:05.154Z
1.6,-1.2,-1.6,-44.7,7.3,19,1741737725.164,2025-03-12T00:02:05.164Z
1.6,-1.4,-1,-44.2,5.4,20.3,1741737725.174,2025-03-12T00:02:05.174Z
1,-1,-1.4,-43.7,3.4,19.5,1741737725.184,2025-03-12T00:02:05.184Z
1.4,-1.2,-1,-43.2,0.7,18.1,1741737725.194,2025-03-12T00:02:05.194Z
1.4,-1.2,-1.2,-42.2,-2.4,16.8,1741737725.204,2025-03-12T00:02:05.204Z
1.2,-0.8,-1,-41.5,-4.4,14.6,1741737725.214,2025-03-12T00:02:05.214Z
0.8,-1.6,-1,-40.3,-7.3,12.4,1741737725.224,2025-03-12T00:02:05.224Z
1.6,-1.4,-1.4,-38.8,-10.5,10.2,1741737725.234,2025-03-12T00:02:05.234Z
1.2,-1.6,-1.6,-37.6,-13.9,8.3,1741737725.244,2025-03-12T00:02:05.244Z
1.4,-1.2,-1.6,-35.9,-16.6,6.6,1741737725.254,2025-03-12T00:02:05.254Z
1.2,-1,-1.6,-33.2,-17.8,3.9,1741737725.264,2025-03-12T00:02:05.264Z
1.6,-1.4,-1.8,-30,-17.6,2.2,1741737725.274,2025-03-12T00:02:05.274Z
1.4,-1.6,-1.8,-26.4,-14.9,1.2,1741737725.284,2025-03-12T00:02:05.284Z
1.8,-1.8,-1.4,-21.5,-10,0.5,1741737725.294,2025-03-12T00:02:05.294Z
1.8,-1.4,-1.6,-16.8,-7.3,-0.2,1741737725.305,2025-03-12T00:02:05.305Z
1.4,-1.4,-1.2,-12.9,-7.6,-1.7,1741737725.315,2025-03-12T00:02:05.315Z
1.6,-1.4,-1.2,-10,-10,-3.4,1741737725.325,2025-03-12T00:02:05.325Z
1.2,-1.4,-1.8,-8.1,-22.2,-7.1,1741737725.335,2025-03-12T00:02:05.335Z
1.4,-1.2,-1.6,-7.6,-43.4,-11.5,1741737725.345,2025-03-12T00:02:05.345Z
2,-1.6,-1.4,-9,-46.6,-14.6,1741737725.355,2025-03-12T00:02:05.355Z
2.2,-1.4,-1.8,-5.1,-22,-14.6,1741737725.365,2025-03-12T00:02:05.365Z
1.4,-1.4,-2,-3.9,-15.6,-18.1,1741737725.375,2025-03-12T00:02:05.375Z
1.6,-1.4,-1.2,-5.6,-20,-23.4,1741737725.385,2025-03-12T00:02:05.385Z
1.8,-1.2,-1.6,-8.3,-18.3,-25.6,1741737725.395,2025-03-12T00:02:05.395Z
2,-1.8,-1.2,-9.8,-7.1,-26.1,1741737725.405,2025-03-12T00:02:05.405Z
1.6,-1,-1,-11,0.2,-28.5,1741737725.415,2025-03-12T00:02:05.415Z
1.2,-1.2,-1,-12.9,-1,-31,1741737725.426,2025-03-12T00:02:05.426Z
1.2,-1,-1.4,-15.4,-6.1,-31.7,1741737725.436,2025-03-12T00:02:05.436Z
1.4,-1.2,-1.4,-18.5,-15.4,-31.2,1741737725.446,2025-03-12T00:02:05.446Z
0.8,-1,-1.4,-22,-24.2,-30,1741737725.456,2025-03-12T00:02:05.456Z
1.4,-1.4,-1.8,-22.7,-26.6,-29,1741737725.466,2025-03-12T00:02:05.466Z
1.4,-1.2,-1.2,-21,-23.7,-26.8,1741737725.476,2025-03-12T00:02:05.476Z
1.2,-1,-1.8,-18.8,-19.3,-24.9,1741737725.486,2025-03-12T00:02:05.486Z
1.4,-1.2,-1.6,-15.4,-16.3,-20.7,1741737725.496,2025-03-12T00:02:05.496Z
1.6,-1.4,-1.6,-12,-13.4,-17.6,1741737725.506,2025-03-12T00:02:05.506Z
1.4,-1,-1.4,-8.1,-9.3,-13.7,1741737725.516,2025-03-12T00:02:05.516Z
1.2,-1.2,-1,-4.4,-3.9,-10.2,1741737725.526,2025-03-12T00:02:05.526Z
1.2,-0.8,-1.4,-0.5,1.5,-7.6,1741737725.536,2025-03-12T00:02:05.536Z
1.4,-1,-1.6,2.2,5.1,-3.9,1741737725.546,2025-03-12T00:02:05.546Z
1,-1.2,-1,5.1,7.3,-1,1741737725.556,2025-03-12T00:02:05.556Z
1.6,-1.6,-0.8,7.8,8.8,1,1741737725.566,2025-03-12T00:02:05.566Z
1.4,-1.4,-1.2,11,10.5,4.6,1741737725.576,2025-03-12T00:02:05.576Z
1.8,-1.4,-1,14.9,13.9,6.6,1741737725.586,2025-03-12T00:02:05.586Z
1.2,-1.2,-1.6,19.3,18.1,8.3,1741737725.597,2025-03-12T00:02:05.597Z
1.2,-1.4,-1.6,23.7,22.2,8.8,1741737725.607,2025-03-12T00:02:05.607Z
1.8,-1,-1.6,28.3,25.4,9.3,1741737725.617,2025-03-12T00:02:05.617Z
1.6,-1.8,-1.4,32.5,28.1,9,1741737725.627,2025-03-12T00:02:05.627Z
1.4,-1.6,-0.6,35.6,29.3,8.8,1741737725.637,2025-03-12T00:02:05.637Z
1,-1.4,-2,37.8,28.8,8.3,1741737725.647,2025-03-12T00:02:05.647Z
1.2,-1.4,-0.8,38.8,25.1,8.3,1741737725.657,2025-03-12T00:02:05.657Z
1,-1.2,-1.2,38.3,19.3,7.1,1741737725.667,2025-03-12T00:02:05.667Z
1,-1.2,-1.4,37.1,12.9,5.1,1741737725.677,2025-03-12T00:02:05.677Z
1,-1.2,-1.4,35.6,6.6,3.9,1741737725.687,2025-03-12T00:02:05.687Z
1.2,-1,-1.2,33.4,0.7,3.2,1741737725.697,2025-03-12T00:02:05.697Z
1,-1.2,-1,30.7,-4.4,2,1741737725.708,2025-03-12T00:02:05.708Z
1.4,-1.4,-0.6,27.6,-9,0.7,1741737725.718,2025-03-12T00:02:05.718Z
0.8,-1.4,-1.2,24.2,-12.9,0.2,1741737725.728,2025-03-12T00:02:05.728Z
1.2,-1,-1.2,20.5,-15.4,-0.5,1741737725.738,2025-03-12T00:02:05.738Z
1.2,-1.4,-1,17.6,-17.8,-1,1741737725.748,2025-03-12T00:02:05.748Z
1.4,-1.2,-1.2,14.6,-20.3,-1.5,1741737725.758,2025-03-12T00:02:05.758Z
0.6,-1.2,-1.4,12,-22.7,-1.2,1741737725.768,2025-03-12T00:02:05.768Z
1.6,-1.2,-0.8,10,-23.9,-1.2,1741737725.778,2025-03-12T00:02:05.778Z
1,-1.2,-1.6,8.5,-21.7,-0.7,1741737725.788,2025-03-12T00:02:05.788Z
1.6,-1,-1.6,7.8,-16.1,0.5,1741737725.798,2025-03-12T00:02:05.798Z
1.8,-1.2,-1.4,6.6,-9.8,1,1741737725.808,2025-03-12T00:02:05.808Z
1.6,-1,-1.6,5.4,-4.4,2.7,1741737725.818,2025-03-12T00:02:05.818Z
1.2,-1.6,-1,2.7,-0.2,3.2,1741737725.828,2025-03-12T00:02:05.828Z
1.6,-1,-0.8,-0.5,1.2,2,1741737725.838,2025-03-12T00:02:05.838Z
1.4,-1,-1.8,-4.1,-1.2,1.7,1741737725.848,2025-03-12T00:02:05.848Z
1.2,-1.2,-1.6,-6.8,-11,1.5,1741737725.858,2025-03-12T00:02:05.858Z
2,-1.6,-1.8,-8.5,-22,2.9,1741737725.868,2025-03-12T00:02:05.868Z
1.8,-1.2,-2,-10,-5.1,6.3,1741737725.879,2025-03-12T00:02:05.879Z
1.8,-1.6,-1.6,-8.5,15.4,7.3,1741737725.889,2025-03-12T00:02:05.889Z
1.2,-1.4,-1,-11,8.8,5.1,1741737725.899,2025-03-12T00:02:05.899Z
1.2,-1.4,-1.4,-13.9,-4.6,3.2,1741737725.909,2025-03-12T00:02:05.909Z
1.4,-1.4,-1.2,-16.3,-15.4,5.9,1741737725.919,2025-03-12T00:02:05.919Z
1.6,-1.6,-1.6,-16.1,-9.8,8.1,1741737725.929,2025-03-12T00:02:05.929Z
1.2,-1.2,-1,-13.7,-2.7,8.5,1741737725.939,2025-03-12T00:02:05.939Z
1,-1.8,-1,-11.7,-5.4,10.2,1741737725.949,2025-03-12T00:02:05.949Z
1.2,-1.4,-1,-11,-10,11.7,1741737725.959,2025-03-12T00:02:05.959Z
1.8,-1.6,-1.8,-11.5,-15.4,14.6,1741737725.969,2025-03-12T00:02:05.969Z
1.4,-1,-1.2,-11,-16.1,19,1741737725.98,2025-03-12T00:02:05.980Z
1.8,-1.6,-1.4,-10.7,-11,19,1741737725.99,2025-03-12T00:02:05.990Z
0.8,-1.6,-1,-11.7,-8.8,20,1741737726,2025-03-12T00:02:06.000Z
1.6,-1.8,-1.6,-13.9,-12.2,21.7,1741737726.01,2025-03-12T00:02:06.010Z
1.2,-1.4,-1.4,-16.3,-15.9,20,1741737726.02,2025-03-12T00:02:06.020Z
1.4,-1.4,-1.6,-18.3,-14.6,20.7,1741737726.03,2025-03-12T00:02:06.030Z
1.4,-1.2,-1.4,-19,-8.5,23.9,1741737726.04,2025-03-12T00:02:06.040Z
1.4,-1.2,-1.8,-18.1,-2.4,22.4,1741737726.05,2025-03-12T00:02:06.050Z
1.4,-1.8,-1.4,-17.1,1.7,22.7,1741737726.06,2025-03-12T00:02:06.060Z
1.2,-1.6,-1.4,-17.6,5.9,21,1741737726.07,2025-03-12T00:02:06.070Z
1,-1,-1.6,-16.6,9,21,1741737726.08,2025-03-12T00:02:06.080Z
1.2,-1.2,-1.4,-16.8,12.9,19.8,1741737726.09,2025-03-12T00:02:06.090Z
1.4,-1.4,-1,-17.3,19,17.3,1741737726.1,2025-03-12T00:02:06.100Z
1.2,-1.2,-1.8,-16.8,21.5,16.1,1741737726.11,2025-03-12T00:02:06.110Z
1.6,-1.6,-1.4,-17.6,24.6,14.6,1741737726.12,2025-03-12T00:02:06.120Z
1.2,-1.2,-1.4,-19,27.3,13.9,1741737726.13,2025-03-12T00:02:06.130Z
1.6,-1.2,-1.2,-20.5,26.8,10.2,1741737726.14,2025-03-12T00:02:06.140Z
1,-1.6,-1.4,-22.2,25.9,8.3,1741737726.15,2025-03-12T00:02:06.150Z
1.2,-1.4,-1.2,-25.1,25.4,4.9,1741737726.161,2025-03-12T00:02:06.161Z
0.8,-1.4,-1.2,-26.4,20.7,3.9,1741737726.171,2025-03-12T00:02:06.171Z
1.2,-1.4,-1.2,-28.1,15.6,2.2,1741737726.181,2025-03-12T00:02:06.181Z
1.2,-1,-1.6,-30,12,0.5,1741737726.191,2025-03-12T00:02:06.191Z
0.8,-1,-1.2,-30.3,6.6,-0.7,1741737726.201,2025-03-12T00:02:06.201Z
1,-1.6,-1,-31.2,3.2,-2.4,1741737726.211,2025-03-12T00:02:06.211Z
1.6,-1,-1.4,-32.5,1,-3.7,1741737726.221,2025-03-12T00:02:06.221Z
1,-1.4,-1.6,-32.2,-2.9,-4.1,1741737726.231,2025-03-12T00:02:06.231Z
1,-1.2,-1.6,-32.2,-4.4,-4.1,1741737726.241,2025-03-12T00:02:06.241Z
1.2,-1.2,-1.2,-32,-5.4,-5.9,1741737726.251,2025-03-12T00:02:06.251Z
1.2,-1.4,-1.2,-30.7,-9.3,-3.7,1741737726.261,2025-03-12T00:02:06.261Z
1.4,-1.6,-1.2,-30,-12,-2.4,1741737726.272,2025-03-12T00:02:06.272Z
1.4,-1.2,-1.2,-28.3,-13.2,-1,1741737726.282,2025-03-12T00:02:06.282Z
0.8,-1.2,-0.8,-26.6,-9.8,1.2,1741737726.292,2025-03-12T00:02:06.292Z
1.4,-1,-1.4,-24.6,-4.6,2.7,1741737726.302,2025-03-12T00:02:06.302Z
1.2,-1.2,-0.8,-23.4,0.2,4.6,1741737726.312,2025-03-12T00:02:06.312Z
1.6,-1.2,-1.2,-22.2,2.7,4.1,1741737726.322,2025-03-12T00:02:06.322Z
1,-1.6,-1.2,-21.7,3.7,4.6,1741737726.332,2025-03-12T00:02:06.332Z
1.2,-1.2,-0.8,-21.2,2.9,4.6,1741737726.342,2025-03-12T00:02:06.342Z
1.4,-1.4,-1.8,-21,4.9,6.8,1741737726.352,2025-03-12T00:02:06.352Z
1.4,-1.4,-1.2,-20,5.9,8.1,1741737726.362,2025-03-12T00:02:06.362Z
1.4,-1.4,-1.2,-19.3,2.2,6.8,1741737726.372,2025-03-12T00:02:06.372Z
1.4,-1.8,-1.4,-19.5,-7.6,8.5,1741737726.382,2025-03-12T00:02:06.382Z
1.6,-2,-1.8,-20.3,-23.7,7.6,1741737726.392,2025-03-12T00:02:06.392Z
2,-1.4,-2.4,-22.4,-25.6,4.9,1741737726.402,2025-03-12T00:02:06.402Z
2,-1.2,-1.4,-17.8,17.8,15.1,1741737726.412,2025-03-12T00:02:06.412Z
1.4,-1.6,-1,-17.8,28.1,16.3,1741737726.422,2025-03-12T00:02:06.422Z
0.8,-1.4,-1.2,-21.5,8.5,12.4,1741737726.432,2025-03-12T00:02:06.432Z
1.6,-1.6,-1.2,-29.5,-6.8,11.2,1741737726.443,2025-03-12T00:02:06.443Z
1.6,-1,-1.2,-34.4,-7.8,9.8,1741737726.453,2025-03-12T00:02:06.453Z
1.4,-1.6,-1.8,-37.6,-6.6,7.6,1741737726.463,2025-03-12T00:02:06.463Z
1.6,-1,-1.4,-44.2,-10.2,5.4,1741737726.473,2025-03-12T00:02:06.473Z
1.6,-1,-1.4,-50.3,-18.3,3.4,1741737726.483,2025-03-12T00:02:06.483Z
1.6,-1.2,-1.6,-53.9,-19.8,2.9,1741737726.493,2025-03-12T00:02:06.493Z
1.8,-1.2,-1.6,-53.7,-12.7,3.2,1741737726.503,2025-03-12T00:02:06.503Z
1.6,-1.2,-1.4,-51.2,-3.2,4.1,1741737726.513,2025-03-12T00:02:06.513Z
1.6,-1.2,-1.4,-48.1,5.6,4.9,1741737726.523,2025-03-12T00:02:06.523Z
1.2,-1,-1.4,-44.7,11.7,6.8,1741737726.533,2025-03-12T00:02:06.533Z
0.8,-1,-2,-41.2,16.6,9,1741737726.543,2025-03-12T00:02:06.543Z
1.4,-1.2,-1.6,-38.1,21.5,10.7,1741737726.553,2025-03-12T00:02:06.553Z
1.6,-1.2,-1.6,-34.9,26.6,14.2,1741737726.564,2025-03-12T00:02:06.564Z
1.2,-0.8,-1.6,-33.2,29,17.1,1741737726.574,2025-03-12T00:02:06.574Z
1,-1.2,-1.2,-32.2,28.5,20.5,1741737726.584,2025-03-12T00:02:06.584Z
1.4,-1.2,-1,-32.7,27.1,22.9,1741737726.594,2025-03-12T00:02:06.594Z
1.6,-1.6,-1.6,-33.4,24.9,25.9,1741737726.604,2025-03-12T00:02:06.604Z
1.2,-1.2,-1.4,-33.7,22,29.3,1741737726.614,2025-03-12T00:02:06.614Z
1.4,-1,-1.6,-34.4,19.8,31.7,1741737726.624,2025-03-12T00:02:06.624Z
1.4,-1.4,-1,-34.2,17.3,33.7,1741737726.634,2025-03-12T00:02:06.634Z
1.2,-1.4,-1.2,-32.9,15.1,34.4,1741737726.644,2025-03-12T00:02:06.644Z
1.2,-1,-1.2,-31.5,13.9,34.6,1741737726.654,2025-03-12T00:02:06.654Z
1,-1.2,-1.2,-29,12.2,34.9,1741737726.664,2025-03-12T00:02:06.664Z
1.4,-1.4,-1,-27.3,10,34.6,1741737726.674,2025-03-12T00:02:06.674Z
1.2,-1.2,-1.2,-25.6,8.1,35.6,1741737726.684,2025-03-12T00:02:06.684Z
1.2,-1,-0.8,-24.6,7.3,34.9,1741737726.694,2025-03-12T00:02:06.694Z
1,-1.4,-1.2,-24.9,4.9,34.2,1741737726.704,2025-03-12T00:02:06.704Z
1.2,-1,-1,-28.5,6.8,34.4,1741737726.714,2025-03-12T00:02:06.714Z
1.4,-1.2,-1.4,-33.4,10.7,34.2,1741737726.724,2025-03-12T00:02:06.724Z
1.2,-0.8,-1.4,-39.3,15.1,34.9,1741737726.735,2025-03-12T00:02:06.735Z
1.2,-1,-1,-46.1,20,35.4,1741737726.745,2025-03-12T00:02:06.745Z
1.4,-1.2,-1,-54.9,25.9,37.3,1741737726.755,2025-03-12T00:02:06.755Z
1.4,-1,-1.4,-65.4,34.2,39.5,1741737726.765,2025-03-12T00:02:06.765Z
1.4,-1.4,-1.4,-77.1,42.9,44.2,1741737726.775,2025-03-12T00:02:06.775Z
1,-0.6,-1.2,-90.8,48.8,51,1741737726.785,2025-03-12T00:02:06.785Z
1.6,-0.6,-1.4,-106.9,54.9,59,1741737726.795,2025-03-12T00:02:06.795Z
1.2,-0.8,-1.6,-125.7,63.7,69.5,1741737726.805,2025-03-12T00:02:06.805Z
1.8,-1.2,-1.2,-147.1,79.1,80,1741737726.815,2025-03-12T00:02:06.815Z
1.6,-0.8,-1.2,-171.8,89.5,89.5,1741737726.825,2025-03-12T00:02:06.825Z
1.8,-0.8,-1.2,-199.1,88.6,102.2,1741737726.835,2025-03-12T00:02:06.835Z
1.6,-0.6,-1.2,-227.7,80.3,118.6,1741737726.846,2025-03-12T00:02:06.846Z
1.8,-0.8,-1.2,-254,74.7,138.6,1741737726.856,2025-03-12T00:02:06.856Z
1.4,-1.2,-1.2,-276.5,75.9,157.4,1741737726.866,2025-03-12T00:02:06.866Z
1.8,-1,-1.8,-294.5,81,173.2,1741737726.876,2025-03-12T00:02:06.876Z
1.4,-0.8,-1,-308.4,88.3,185.9,1741737726.886,2025-03-12T00:02:06.886Z
1.2,-0.8,-1.6,-319.4,93.2,195.4,1741737726.896,2025-03-12T00:02:06.896Z
1.2,-1,-2,-328.4,90,205.7,1741737726.906,2025-03-12T00:02:06.906Z
1.4,-1.6,-1.8,-334.3,87.4,215,1741737726.916,2025-03-12T00:02:06.916Z
1.4,-1.2,-1.6,-336,93.2,222.8,1741737726.926,2025-03-12T00:02:06.926Z
1.6,-1.4,-2,-333.1,105.2,227.9,1741737726.936,2025-03-12T00:02:06.936Z
1.4,-1.4,-1,-328.9,115.2,228.6,1741737726.946,2025-03-12T00:02:06.946Z
1,-1.4,-1.6,-324.5,121,228.1,1741737726.956,2025-03-12T00:02:06.956Z
1.2,-1.6,-1.6,-321.3,122,226.2,1741737726.966,2025-03-12T00:02:06.966Z
1,-1.6,-1.6,-318.2,119.6,223.7,1741737726.976,2025-03-12T00:02:06.976Z
0.8,-1.6,-2,-313.3,113.9,219.8,1741737726.986,2025-03-12T00:02:06.986Z
0.8,-1.4,-1,-307.4,106.6,214.2,1741737726.996,2025-03-12T00:02:06.996Z
0.8,-1.6,-1.4,-299.6,98.1,206.7,1741737727.006,2025-03-12T00:02:07.006Z
0.8,-1.6,-2.2,-290.6,87.1,196.4,1741737727.017,2025-03-12T00:02:07.017Z
1,-2.2,-1.6,-279.6,74.7,185.7,1741737727.027,2025-03-12T00:02:07.027Z
0.6,-2.2,-1.2,-266.7,64.4,174.5,1741737727.037,2025-03-12T00:02:07.037Z
1,-2.5,-1.8,-253.3,56.9,162.3,1741737727.047,2025-03-12T00:02:07.047Z
0.8,-2.5,-1.2,-239.6,50,150.3,1741737727.057,2025-03-12T00:02:07.057Z
0.8,-1.6,-1.8,-225.7,45.1,138.6,1741737727.067,2025-03-12T00:02:07.067Z
1.2,-2,-1.8,-213.3,39.8,127.1,1741737727.077,2025-03-12T00:02:07.077Z
1,-1.8,-1.2,-201.8,33.4,115.4,1741737727.087,2025-03-12T00:02:07.087Z
1.4,-1.8,-1.2,-192,26.8,103.7,1741737727.097,2025-03-12T00:02:07.097Z
1.4,-1.6,-1.4,-182,21.2,94.2,1741737727.107,2025-03-12T00:02:07.107Z
0.8,-1.8,-1.4,-173.2,17.6,84.2,1741737727.117,2025-03-12T00:02:07.117Z
1.2,-1.4,-1.2,-164.9,13.9,75.6,1741737727.128,2025-03-12T00:02:07.128Z
1.2,-1.6,-2,-156.9,10,67.6,1741737727.138,2025-03-12T00:02:07.138Z
0.6,-1.2,-1.4,-148.8,6.8,61.5,1741737727.148,2025-03-12T00:02:07.148Z
1.4,-1.4,-1.4,-141.3,3.4,56.6,1741737727.158,2025-03-12T00:02:07.158Z
0.8,-1.6,-1.6,-134,-0.5,51.5,1741737727.168,2025-03-12T00:02:07.168Z
1,-1.6,-1.6,-126.9,-4.1,47.8,1741737727.178,2025-03-12T00:02:07.178Z
1.2,-1.4,-1.2,-120,-8.1,43.9,1741737727.188,2025-03-12T00:02:07.188Z
1,-1.6,-1.4,-113.2,-10,40.7,1741737727.198,2025-03-12T00:02:07.198Z
1,-2,-0.8,-106.4,-11.2,38.8,1741737727.208,2025-03-12T00:02:07.208Z
0.8,-1.6,-1.2,-99.8,-12.2,35.4,1741737727.218,2025-03-12T00:02:07.218Z
1,-1.8,-1.4,-93.5,-12.2,32.9,1741737727.228,2025-03-12T00:02:07.228Z
1.4,-1.4,-1.6,-87.4,-11.5,30.3,1741737727.238,2025-03-12T00:02:07.238Z
1.2,-1.6,-2,-80.8,-11.2,26.8,1741737727.248,2025-03-12T00:02:07.248Z
1,-1.6,-1.8,-75.2,-12.4,23.2,1741737727.258,2025-03-12T00:02:07.258Z
1.6,-1.8,-1.4,-69.8,-14.2,19.8,1741737727.268,2025-03-12T00:02:07.268Z
1,-1.8,-1.4,-64.4,-16.3,16.3,1741737727.278,2025-03-12T00:02:07.278Z
1.2,-1.4,-1.6,-60.5,-17.8,12.7,1741737727.288,2025-03-12T00:02:07.288Z
1.4,-1.8,-1.4,-56.6,-15.9,9,1741737727.299,2025-03-12T00:02:07.299Z
1,-1.4,-1.4,-53.4,-12.2,6.1,1741737727.309,2025-03-12T00:02:07.309Z
1,-1.6,-1.4,-51,-8.3,3.2,1741737727.319,2025-03-12T00:02:07.319Z
1,-1.2,-1.6,-49.5,-6.8,1.2,1741737727.329,2025-03-12T00:02:07.329Z
0.8,-1.4,-2.2,-48.6,-5.6,-1.5,1741737727.339,2025-03-12T00:02:07.339Z
0.8,-1.2,-1.8,-48.6,-4.9,-2.2,1741737727.349,2025-03-12T00:02:07.349Z
1.8,-1.4,-1.8,-48.3,-3.7,-1.2,1741737727.359,2025-03-12T00:02:07.359Z
1.2,-1.6,-1,-49,-2.2,-1.5,1741737727.369,2025-03-12T00:02:07.369Z
0.8,-1.2,-1.2,-49.8,-1.2,-0.7,1741737727.379,2025-03-12T00:02:07.379Z
1.4,-1.6,-1.4,-50.5,-1,2.2,1741737727.389,2025-03-12T00:02:07.389Z
1.6,-1.4,-1.2,-51.5,-2.9,1.2,1741737727.399,2025-03-12T00:02:07.399Z
1.2,-1.2,-1.8,-54.2,-10.5,0.5,1741737727.41,2025-03-12T00:02:07.410Z
